epoch,acc,loss,val_acc,val_loss
0,0.5087420344352722,1.2168283462524414,0.4597432017326355,1.386488676071167
1,0.5321629047393799,1.1770929098129272,0.5245522260665894,1.1881266832351685
2,0.5511189699172974,1.136904001235962,0.5304580926895142,1.1781963109970093
3,0.5616087317466736,1.1145323514938354,0.5430358052253723,1.1493808031082153
4,0.5688351392745972,1.0989127159118652,0.5540075302124023,1.1258058547973633
5,0.5777519345283508,1.07926344871521,0.540885865688324,1.1487563848495483
6,0.5794277191162109,1.0755294561386108,0.561504602432251,1.1080979108810425
7,0.5846214294433594,1.062065601348877,0.5567125678062439,1.1174663305282593
8,0.5888378024101257,1.0537750720977783,0.5612566471099854,1.1084926128387451
9,0.5882611274719238,1.0548095703125,0.5635768175125122,1.1005594730377197
10,0.5905356407165527,1.0489068031311035,0.5717917680740356,1.0886297225952148
11,0.5888559222221375,1.0541092157363892,0.5576783418655396,1.1193169355392456
12,0.5891982913017273,1.0534145832061768,0.5631845593452454,1.1061261892318726
13,0.5915654897689819,1.047701120376587,0.5614601969718933,1.1181795597076416
14,0.5900309085845947,1.0505177974700928,0.566426157951355,1.092881202697754
15,0.5889171957969666,1.053745985031128,0.5664668679237366,1.1131255626678467
16,0.5959579348564148,1.0364450216293335,0.5776346921920776,1.0682586431503296
17,0.5995005369186401,1.0291513204574585,0.5684058666229248,1.099801778793335
18,0.6009089350700378,1.0263158082962036,0.576461672782898,1.0751607418060303
19,0.6000794172286987,1.0286246538162231,0.5668923854827881,1.0929875373840332
20,0.5873045325279236,1.0561474561691284,0.5653900504112244,1.09964919090271
21,0.5938307642936707,1.0418305397033691,0.5737418532371521,1.0753531455993652
22,0.601962149143219,1.0244415998458862,0.5587847828865051,1.113593578338623
