epoch,acc,loss,val_acc,val_loss
0,0.5748234987258911,1.0768051147460938,0.5115150809288025,1.2906593084335327
1,0.6017478108406067,1.0259567499160767,0.5911803841590881,1.04257071018219
2,0.6247904300689697,0.9739724397659302,0.5965602993965149,1.0259180068969727
3,0.6364824771881104,0.9442986249923706,0.6010515689849854,1.0221308469772339
4,0.6436467170715332,0.9274741411209106,0.6254479885101318,0.960801899433136
5,0.6495829820632935,0.9133398532867432,0.622582197189331,0.9644916653633118
6,0.653971791267395,0.9028877019882202,0.6179724335670471,0.9870039820671082
7,0.6592562794685364,0.8911684155464172,0.5952680706977844,1.0272016525268555
8,0.6610773801803589,0.8856480121612549,0.6357264518737793,0.9404552578926086
9,0.6643726825714111,0.8793723583221436,0.6337122321128845,0.939075231552124
10,0.6660217046737671,0.8741508722305298,0.6406731605529785,0.932576060295105
11,0.6671358942985535,0.8695369362831116,0.6348859667778015,0.9380948543548584
12,0.6713243126869202,0.8620773553848267,0.637270450592041,0.9367849230766296
13,0.6715193390846252,0.8596252799034119,0.6297615766525269,0.9487990736961365
14,0.672936201095581,0.8577345609664917,0.6404176354408264,0.9259160757064819
15,0.6741368770599365,0.8539409637451172,0.6293950080871582,0.9542747139930725
16,0.6750048398971558,0.8521504998207092,0.6395734548568726,0.9301355481147766
17,0.6767517924308777,0.8487672209739685,0.6434723138809204,0.9160013794898987
18,0.6760078072547913,0.8496999144554138,0.6471638083457947,0.9130124449729919
19,0.6777097582817078,0.8449376225471497,0.6458494067192078,0.9148343801498413
20,0.6785896420478821,0.8419694900512695,0.6429835557937622,0.9170581698417664
21,0.6798825263977051,0.8411325216293335,0.6433168053627014,0.9187620282173157
22,0.6805395483970642,0.838842511177063,0.638047993183136,0.9258531332015991
23,0.681064248085022,0.8376470804214478,0.6404805779457092,0.9207255840301514
24,0.6814322471618652,0.8369392156600952,0.6358708739280701,0.93341463804245
