epoch,acc,loss,val_acc,val_loss
0,0.5656710863113403,1.0969401597976685,0.4962921738624573,1.3389168977737427
1,0.5857606530189514,1.060103178024292,0.5646647214889526,1.095692753791809
2,0.6168831586837769,0.9921920299530029,0.5543850064277649,1.1263623237609863
3,0.6314379572868347,0.955703854560852,0.5972654223442078,1.023220181465149
4,0.6413973569869995,0.9338579773902893,0.6126258373260498,0.9882773160934448
5,0.6490460634231567,0.9138002991676331,0.5862122774124146,1.0588310956954956
6,0.6546041965484619,0.9029501080513,0.6004403233528137,1.038965106010437
7,0.6590561866760254,0.8903528451919556,0.62233567237854,0.9723007678985596
8,0.6619219779968262,0.8825875520706177,0.6268280148506165,0.9576588273048401
9,0.6659896969795227,0.873832106590271,0.6256623864173889,0.973273754119873
10,0.6679491996765137,0.8692363500595093,0.6245189309120178,0.9599891901016235
11,0.6716837286949158,0.8610048294067383,0.6237122416496277,0.9670572876930237
12,0.6729990243911743,0.8581007719039917,0.6060945987701416,1.020396113395691
13,0.6745843887329102,0.854202926158905,0.6336589455604553,0.960019052028656
14,0.6758639216423035,0.8513967394828796,0.6445233821868896,0.9253147840499878
15,0.6776129603385925,0.8457985520362854,0.6403641104698181,0.922931432723999
16,0.6786463260650635,0.8440433740615845,0.6384732127189636,0.9378697872161865
17,0.6798791289329529,0.838668942451477,0.6380032300949097,0.9351896643638611
18,0.6804685592651367,0.8384591937065125,0.6461922526359558,0.9123086929321289
19,0.6828000545501709,0.8329361081123352,0.6289668679237366,0.9564444422721863
20,0.6831534504890442,0.8314785957336426,0.6381105780601501,0.938551127910614
21,0.6842115521430969,0.8295630812644958,0.6400162577629089,0.9327178597450256
22,0.6840072274208069,0.8297519087791443,0.6224282383918762,0.9716984033584595
23,0.6858471632003784,0.82599937915802,0.6425066590309143,0.9215230941772461
24,0.685286819934845,0.8264612555503845,0.6402531266212463,0.9351162314414978
