epoch,acc,loss,val_acc,val_loss
0,0.5451059937477112,1.1388120651245117,0.4783804714679718,1.422980546951294
1,0.5845280885696411,1.0639636516571045,0.5819683074951172,1.0565475225448608
2,0.6115084886550903,1.0013326406478882,0.5874148607254028,1.0560448169708252
3,0.6288574934005737,0.9646797180175781,0.6045875549316406,1.0188993215560913
4,0.637123167514801,0.9438758492469788,0.6041950583457947,1.014542818069458
5,0.6439251899719238,0.9290317893028259,0.5984448790550232,1.0260413885116577
6,0.6498137712478638,0.9132421016693115,0.6161507964134216,0.984085738658905
7,0.6522230505943298,0.9075963497161865,0.6166876554489136,0.9834279417991638
8,0.6566025614738464,0.8961012959480286,0.6245149374008179,0.9669471383094788
9,0.6593714952468872,0.8903854489326477,0.610785722732544,1.0138872861862183
10,0.6624523401260376,0.884170413017273,0.6164358854293823,0.9820846915245056
11,0.6633864641189575,0.8801783323287964,0.6064203381538391,1.0049381256103516
12,0.666100263595581,0.8749514222145081,0.6411581635475159,0.9292508363723755
13,0.6680673956871033,0.8708951473236084,0.6208456754684448,0.9773190021514893
14,0.6701986789703369,0.8650916218757629,0.6418579816818237,0.9247614145278931
15,0.6705966591835022,0.8628290891647339,0.6264699101448059,0.9604108929634094
16,0.6723520159721375,0.8603453636169434,0.6299059391021729,0.9537863731384277
17,0.6732574701309204,0.8564984202384949,0.6385811567306519,0.9403771162033081
18,0.6741695404052734,0.8548048734664917,0.640554666519165,0.9208109378814697
19,0.6746633052825928,0.85289466381073,0.6341010332107544,0.9357962012290955
20,0.6773439645767212,0.846794068813324,0.6432797908782959,0.9283367395401001
21,0.6770448088645935,0.8484553694725037,0.6387515068054199,0.9305294752120972
22,0.6773616075515747,0.8460133075714111,0.6432908773422241,0.9318779110908508
23,0.6783015131950378,0.844749391078949,0.6382812261581421,0.9354015588760376
24,0.6790719628334045,0.8424322605133057,0.6470009088516235,0.9091320037841797
25,0.6805585622787476,0.838589072227478,0.6304094791412354,0.943276047706604
26,0.6811052560806274,0.8369932174682617,0.6417654156684875,0.9186447262763977
27,0.6804221868515015,0.8386330604553223,0.6449718475341797,0.915637195110321
28,0.6833817362785339,0.8318648338317871,0.6422985792160034,0.9252877235412598
29,0.6847805380821228,0.8302255868911743,0.6426910758018494,0.9246605634689331
30,0.6831452250480652,0.8323870301246643,0.6466824412345886,0.9105849862098694
